Item Name,Item Category,Pack,Period,Quantity Used,PSU Semester
BAKEC TOPPER LOVE LETTER ASST,Food,112 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER PANSY PETITES ASST,Food,40 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER PUMPKIN HAPPY JACKS,Food,90 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER RAINBOWS 1.6""",Food,147 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI BUTTERFLY ASST,Food,288 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI DAISIES MINI,Food,240 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI DANTY BESS FLOWER SM,Food,200 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI FOOTBALL,Food,144 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER RI LEAF GRN 1""",Food,300 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI MINI BLOSSOM W LEAF,Food,128 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI MINI BUTTERFLY ASST,Food,180 EA/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER RI PANSIES ASST 1.6""",Food,72 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSE LEAF BLUE,Food,64 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSE LEAF LAVENDER,Food,64 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSE LEAF PINK,Food,64 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSE LEAF YELLOW,Food,64 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSES MED ORANGE,Food,90 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI ROSES MED PURPLE,Food,90 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI VIOLETS LG PURPLE,Food,200 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI VIOLETS MINI PURPLE,Food,200 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI WHITE PAW,Food,120 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER RI WILD ROSES MINI ASST,Food,200 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER ROYAL DAISY ICINGS,Food,200 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER ROYAL DAISY ICINGS,Food,200 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER SNOWFLAKE ASST,Food,138 PCS/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPER STARS 1"" ASST",Food,336 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER SUGAR BEAD RED,Food,1 LB/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER SUGAR HEART,Food,280 PCS/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER SUMMER ASST,Food,102 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER VALENTINE RNBW ASST,Food,80 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPER WINTER BUDDIES,Food,72 PCS/CS,04/01/25-04/30/25,0,Spring Semester
"BAKEC TOPPERS BLK GRAD HAT DIPL 1.5""",Food,140 EA/BOX,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPERS GINGERBREAD MAN SMALL,Food,90 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEC TOPPPER FALL LEAF ACORN SHIMMER,Food,210 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG COOKIE 4X2X8,Supply,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG SCALING,Supply,250 EA/WKT,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG WICKET COOKIE PUCK,Supply,250 EA/WKT,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG WICKET MULTIGRAIN ART,Supply,250 EA/WKT,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG WICKET PAIN RUSTIQUE,Supply,250 EA/WKT,04/01/25-04/30/25,0,Spring Semester
BAKEX BAG WICKET PANINI,Supply,250 EA/WKT,04/01/25-04/30/25,2,Spring Semester
BAKEX BAG WICKET SOUR ARTISAN,Supply,250 EA/WKT,04/01/25-04/30/25,4,Spring Semester
BAKEX BLUE TUMBLER CUSTOM PRINT,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX GIFT SHIP COOKIE JAR KIT,Food,KIT,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX GIFT SHIP LG,Food,EA,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX GIFT SHIP SM,Food,EA,04/01/25-04/30/25,500,Spring Semester
BAKEX BOX SHIP 3.125 OZ COOKIE AND TINS,Food,25 EA/BNDL,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX SHIP BROOKIE,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX SHIP BROWNIE,Food,25 EA/BNDL,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX SHIP COOKIE 10 PK,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEX BOX SHIP COOKIE PUCK,Food,25/BDL,04/01/25-04/30/25,8,Spring Semester
BAKEX BOX SHIP INSERT,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEX COOKIE JAR CUSTOM PRNT,Food,EACH,04/01/25-04/30/25,0,Spring Semester
BAKEX FLOUR SACK TEA TOWEL,Supply,EACH,04/01/25-04/30/25,250,Spring Semester
"BAKEX FLOW WRAP 10""",Supply,6000'/ROLL,04/01/25-04/30/25,0,Spring Semester
"BAKEX FLOW WRAP 12""",Supply,6000'/ROLL,04/01/25-04/30/25,0,Spring Semester
"BAKEX FLOW WRAP 8""",Supply,9999 EA/ROLL,04/01/25-04/30/25,19,Spring Semester
BAKEX FLOW WRAP BROOKIE,Supply,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX FLOW WRAP COOKIE 2 PK,Supply,6000'/ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX FLOW WRAP COOKIE 3.125 OZ,Supply,6000'/ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX GIFT INSERT COOKIE TIN LG,Food,EA,04/01/25-04/30/25,0,Spring Semester
BAKEX GIFT INSERT COOKIE TIN SM,Food,EA,04/01/25-04/30/25,0,Spring Semester
BAKEX GIFT INSERT MUG COOKIE COFFEE,Food,EA,04/01/25-04/30/25,0,Spring Semester
BAKEX INSERT 3 WAY FOR TIN,Food,144 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX INSERT SINGLE FOR TIN,Food,144 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL CIRLCE 3.5”,Food,1800 EA/ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL GIFT CARD 3.5X5,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL OVAL 2 PART,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL RECTANGE 2 PART,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL RECTANGLE,Food,1250 EA/ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LABEL TIN LARGE,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX LINER CUSTOM PRINTED,Food,3000 EA/CASE,04/01/25-04/30/25,0,Spring Semester
BAKEX PAD INSERT FOR TIN,Food,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX RIBBON ROYAL,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX SHRINK BAND FOR TIN LG,Food,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX SHRINKBAND FOR TIN SM,Food,1000 EA/CS,04/01/25-04/30/25,0,Spring Semester
BAKEX TAPE DELI BAKERY PRINTED,Food,ROLL,04/01/25-04/30/25,0,Spring Semester
BAKEX WHITE TUMBLER CUSTOM PRINT,Food,EACH,04/01/25-04/30/25,72,Spring Semester
BAKEX WHT STRAW TUMBLER CUSTOM PRINT,Food,EACH,04/01/25-04/30/25,96,Spring Semester
BASE CPTL FLAV CONCENTRATE,Food,6-14.4 OZ/CS,04/01/25-04/30/25,23,Spring Semester
BEEF BRISKET RAW BNLS MBG #120,Food,CATCH WGT/#,04/01/25-04/30/25,2768,Spring Semester
BEEF CHUCK ROLL,Food,LB,04/01/25-04/30/25,0,Spring Semester
BEEF CORNED KOSHER,Food,CATCH WGT/#,04/01/25-04/30/25,0,Spring Semester
"BEEF CUBES 3/4""",Food,CATCH WGT/#,04/01/25-04/30/25,1590,Spring Semester
BEEF HALAL CERT GROUND 80/20,Food,CATCH WGT/#,04/01/25-04/30/25,760,Spring Semester
BEEF MEATBALLS FC 0.25OZ,Food,10#/CS,04/01/25-04/30/25,7,Spring Semester
BEEF MEATBALLS FC 1OZ,Food,10 #/CASE,04/01/25-04/30/25,273,Spring Semester
BEEF PATTY 2.67 OZ 80/20,Food,CATCH WGT/#,04/01/25-04/30/25,1630,Spring Semester
BEEF PATTY 5 OZ 80/20,Food,FRZN WGT/#,04/01/25-04/30/25,12744,Spring Semester
BEEF PATTY SLIDER 2OZ,Food,CATCH WGT/#,04/01/25-04/30/25,60,Spring Semester
BEEF RIBEYE MBG #112A,Food,CATCH WGT/#,04/01/25-04/30/25,512,Spring Semester
BEEF ROUND TOP MBG #168 CHOICE,Food,CATCH WGT/#,04/01/25-04/30/25,127,Spring Semester
BEEF SHRD FC,Food,2-5#/CS,04/01/25-04/30/25,139,Spring Semester
BEEF SLCD MARINATED,Food,2-5 LB/CS,04/01/25-04/30/25,23,Spring Semester
BEEF STK FLANK,Food,CATCH WGT/#,04/01/25-04/30/25,7865,Spring Semester
BEEF STK SANDWICH BULK,Food,10 #/CS,04/01/25-04/30/25,626,Spring Semester
BEEF STK SKIRT,Food,CATCH WGT/#,04/01/25-04/30/25,299,Spring Semester
BEEF STRIPLOIN BNLS MBG #180,Food,CATCH WGT/#,04/01/25-04/30/25,394,Spring Semester
BEEF TENDERLOIN WHL MBG #189A,Food,CATCH WGT/#,04/01/25-04/30/25,323,Spring Semester
BEV BASE FZN SMOOTHIE BERRY,Food,24 EA/CS,04/01/25-04/30/25,31,Spring Semester
BEV BASE FZN SMOOTHIE STRAWB/BAN,Food,24 EA/CS,04/01/25-04/30/25,0,Spring Semester
BEV MIX COCOA SWISS MISS,Food,300 PKG/CASE,04/01/25-04/30/25,0,Spring Semester
BEV MIX NES ALEGRIA CHOC BEV MIX,Food,6-1.75#/CS,04/01/25-04/30/25,0,Spring Semester
BEV MIX NES ALEGRIA SWT,Food,8-32 OZ/CS,04/01/25-04/30/25,6,Spring Semester
BEV MIX NES SBC COFFEE PS WB,Food,6-12 OZ/CS,04/01/25-04/30/25,14,Spring Semester
BIG MOZZ NUGGETS,Food,6-2# BAG/CS,04/01/25-04/30/25,19,Spring Semester
BISCUIT BUTTERMILK FZN,Food,216 EA/CS,04/01/25-04/30/25,94,Spring Semester
BISCUIT BUTTERMILK LG FZN,Food,120 EA/CS,04/01/25-04/30/25,9,Spring Semester
BLADES REPL KEATING GRL/SCRP,Food,10 EA/PKG,04/01/25-04/30/25,0,Spring Semester
BOWL 12OZ RD COMPOST,Food,1000 EA/CS,04/01/25-04/30/25,10,Spring Semester
BOWL 8OZ COMPOST,Food,500 EA/CS,04/01/25-04/30/25,9,Spring Semester
BOWL CATERING 5LB BL DISPOSABLE,Food,25EA/CS,04/01/25-04/30/25,0,Spring Semester
BOWL SOUP 12 OZ COMPOST,Food,500 EA/CS,04/01/25-04/30/25,39,Spring Semester
BOWL SOUP 16 OZ COMPOST,Food,500 EA/CS,04/01/25-04/30/25,0,Spring Semester
BOX HINGED 1CMP 6X6X2 COMPOST,Food,500/CS,04/01/25-04/30/25,5,Spring Semester
BOX HINGED 1CMP 9X9X3 COMPOST,Food,300 EA/CS,04/01/25-04/30/25,6,Spring Semester
BOX HINGED 3CMP 9X9X3 COMPOST,Food,200 EA/CS,04/01/25-04/30/25,267,Spring Semester
BOX KRAFT 4.375X3.562X2.5,Food,180 EA/CS,04/01/25-04/30/25,22,Spring Semester
BOX KRAFT 7.75x5.5x3.5,Food,90 EA/CS,04/01/25-04/30/25,162,Spring Semester
BOX PIZZA 10X10X2 CRRGTD,Food,50 EA/BNDL,04/01/25-04/30/25,0,Spring Semester
BOX PIZZA 14X7X1.5 CRRGTD,Food,50 EA/BNDL,04/01/25-04/30/25,0,Spring Semester
BOX PIZZA 16X16X2 CORRGTD,Food,50/BDL,04/01/25-04/30/25,55,Spring Semester
BOX PIZZA 9X9X1.5 CLAYBOARD WHTE,Food,100/BDL,04/01/25-04/30/25,5,Spring Semester
BOX PIZZA SLCD INDV LG,Food,400/CS,04/01/25-04/30/25,29,Spring Semester
BOX POPCORN 3OZ,Food,250EA/CASE,04/01/25-04/30/25,8,Spring Semester
BOX WHITE 9.5X7.5X3.5,Food,100 EA/CS,04/01/25-04/30/25,26,Spring Semester
BREAD CRUMBS,Food,20#/CS,04/01/25-04/30/25,3,Spring Semester
BREAD CRUMBS PANKO UNTOASTED,Food,25# BAG,04/01/25-04/30/25,9,Spring Semester
"BREAD FLAT 6.5"" X 6.5""",Food,120-3.3OZ/CS,04/01/25-04/30/25,22,Spring Semester
BREAD GF SLCD WHIT,Food,6 LOAVES/CS,04/01/25-04/30/25,5,Spring Semester
BREAD NAAN DIPPER,Food,2-175 CT/CS,04/01/25-04/30/25,37,Spring Semester
BREAD NAAN TANDOORI,Food,48 EA/CS,04/01/25-04/30/25,68,Spring Semester
BREAD PUR CUBES FOR STUFFING,Food,5# BAG,04/01/25-04/30/25,0,Spring Semester
BREADSTICK PAR BKD 1.8OZ,Food,144EA/CASE,04/01/25-04/30/25,239,Spring Semester
"BRUSH GRILL DBL SIDED 30""",Food,EACH,04/01/25-04/30/25,0,Spring Semester
BUN PRETZEL 4OZ,Food,72 EA/CS,04/01/25-04/30/25,13,Spring Semester
BUN PRETZEL SALT KING HAWAIIAN,Food,8-4 EA/CS,04/01/25-04/30/25,20,Spring Semester
CAP BULK MILK DISP INSERT,Food,343 EA/BAG,04/01/25-04/30/25,0,Spring Semester
CAP CAR BL INTERN,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP CHARCOAL CUL ASST,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP GOLD SR MAN,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP NAVY LIVEON,Food,EACH,04/01/25-04/30/25,180,Spring Semester
CAP PURPLE NUTRITION,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP RED CREW LDR,Food,EACH,04/01/25-04/30/25,17,Spring Semester
CAP TRUCKERS HFS,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP UPDH BEANIE BLK,Food,EACH,04/01/25-04/30/25,0,Spring Semester
CAP WHITE SCH/OFF,Food,EACH,04/01/25-04/30/25,7,Spring Semester
CAPERS NON PAREIL,Food,12-32 OZ/CS,04/01/25-04/30/25,1,Spring Semester
CCARE BEEF MEATBALL .5OZ,Food,10 LB/CS,04/01/25-04/30/25,0,Spring Semester
CCARE VGTN CHIX BREASTS BRD,Food,38-5OZ / CS,04/01/25-04/30/25,0,Spring Semester
"CCARE VGTN CHIX CUBES 3/4""",Food,10# / CS,04/01/25-04/30/25,2,Spring Semester
CCARE VGTN CHIX TENDERS,Food,12# / CS,04/01/25-04/30/25,0,Spring Semester
CEREAL COLD CHEERIOS,Food,4-29 OZ/CS,04/01/25-04/30/25,7,Spring Semester
CEREAL COLD CINN TOAST CRUNCH,Food,4-45 OZ/CS,04/01/25-04/30/25,22,Spring Semester
CEREAL COLD CORN FLAKES,Food,4-26OZ/CASE,04/01/25-04/30/25,2,Spring Semester
CEREAL COLD CRISPIX,Food,4-30 OZ/CS,04/01/25-04/30/25,2,Spring Semester
CEREAL COLD CUP ASST FAVORITE,Supply,60 EA/CS,04/01/25-04/30/25,4,Spring Semester
CEREAL COLD FROSTED FLAKES,Food,4-40 OZ/CS,04/01/25-04/30/25,23,Spring Semester
CEREAL COLD FRUITY PEBBLES,Food,12-15OZ/CS,04/01/25-04/30/25,7,Spring Semester
CEREAL COLD HONEY NUT CHEERIOS,Food,4-39 OZ/CS,04/01/25-04/30/25,13,Spring Semester
CEREAL COLD KIX,Food,4-25 OZ/CS,04/01/25-04/30/25,5,Spring Semester
CEREAL COLD KRAVE CHOC,Food,4-35 OZ/CS,04/01/25-04/30/25,0,Spring Semester
CEREAL COLD LIFE,Food,4-40 OZ/CS,04/01/25-04/30/25,5,Spring Semester
CEREAL COLD LUCKY CHARMS,Food,4-35 OZ/CS,04/01/25-04/30/25,24,Spring Semester
CEREAL COLD REESES PUFFS,Food,4-35 OZ/CS,04/01/25-04/30/25,7,Spring Semester
CEREAL COLD RICE CHEX,Food,4-33 OZ/CS,04/01/25-04/30/25,6,Spring Semester
CEREAL COLD RICE KRISPIES,Food,4-27 OZ/CS,04/01/25-04/30/25,7,Spring Semester
CEREAL COLD SP K W/BERRIES,Food,4-44 OZ/CS,04/01/25-04/30/25,6,Spring Semester
CEREAL COLD TRIX,Food,4-32 OZ/CS,04/01/25-04/30/25,6,Spring Semester
CHEESE AMER SHARP WHIT,Food,CATCH WGT/#,04/01/25-04/30/25,410,Spring Semester
CHEESE AMER YEL SLCD 160CT,Food,CATCH WGT/#,04/01/25-04/30/25,4320,Spring Semester
CHEESE ASIAGO WHEEL,Food,CATCH WGT/#,04/01/25-04/30/25,110,Spring Semester
CHEESE BLEU CRUMBLED,Food,CATCH WGT/#,04/01/25-04/30/25,50,Spring Semester
CHEESE CHED WHIT/JACK SHRD,Food,CATCH WGT/#,04/01/25-04/30/25,1100,Spring Semester
CHEESE CHEDDAR COLORED,Food,CATCH WGT/#,04/01/25-04/30/25,672,Spring Semester
CHEESE CHEDDAR MILD CUBED,Food,CATCH WGT/#,04/01/25-04/30/25,58,Spring Semester
CHEESE CHEDDAR SHRD,Food,CATCH WGT/#,04/01/25-04/30/25,7080,Spring Semester
CHEESE CHEDDAR SLCD,Food,CATCH WGT/#,04/01/25-04/30/25,1287,Spring Semester
CHEESE CHEDDAR SMOKED,Food,CATCH WGT/#,04/01/25-04/30/25,94,Spring Semester
CHEESE COLBY LONGHORN,Food,CATCH WGT/#,04/01/25-04/30/25,100,Spring Semester
CHEESE CURDS BRD,Food,12 LB/CS,04/01/25-04/30/25,108,Spring Semester
CHEESE DOMESTIC GRATED,Food,CATCH WGT/#,04/01/25-04/30/25,870,Spring Semester
CHEESE FETA,Food,CATCH WGT/#,04/01/25-04/30/25,701,Spring Semester
CHEESE GOUDA SMOKED,Food,CATCH WGT/#,04/01/25-04/30/25,77,Spring Semester
CHEESE MONTEREY JACK,Food,CATCH WGT/#,04/01/25-04/30/25,561,Spring Semester
CHEESE MOZZ,Food,CATCH WGT/#,04/01/25-04/30/25,292,Spring Semester
CHEESE MOZZ FRESH BALL 0.6OZ,Food,2-3#/CS,04/01/25-04/30/25,9,Spring Semester
CHEESE MOZZ FRESH SLCD 1OZ NO BRINE,Food,8-1#/CS,04/01/25-04/30/25,35,Spring Semester
CHEESE PARM SHRD,Food,CATCH WGT/#,04/01/25-04/30/25,500,Spring Semester
CHEESE PEPPER JACK,Food,CATCH WGT/#,04/01/25-04/30/25,578,Spring Semester
CHEESE PEPPER JACK SLCD,Food,CATCH WGT/#,04/01/25-04/30/25,480,Spring Semester
CHEESE PIZZA BLND PROV-MOZZ,Food,CATCH WGT/#,04/01/25-04/30/25,14850,Spring Semester
CHEESE PROV,Food,CATCH WGT/#,04/01/25-04/30/25,384,Spring Semester
CHEESE PROV SHARP,Food,CATCH WGT/#,04/01/25-04/30/25,43,Spring Semester
CHEESE PROV SLCD,Food,CATCH WGT/#,04/01/25-04/30/25,3864,Spring Semester
CHEESE QUESO FRESCO,Food,4-5LB/CS,04/01/25-04/30/25,7,Spring Semester
CHEESE ROMANO GRATED IMPORTED,Food,CATCH WGT/#,04/01/25-04/30/25,825,Spring Semester
CHEESE SWISS,Food,CATCH WGT/#,04/01/25-04/30/25,619,Spring Semester
CHEESE SWISS SLCD,Food,CATCH WGT/ #,04/01/25-04/30/25,195,Spring Semester
CHEESESTICK MOZZ BTD,Food,4/3#,04/01/25-04/30/25,527,Spring Semester
CHILES GREEN DICED,Food,12-27 OZ/CS,04/01/25-04/30/25,16,Spring Semester
CHIPS TORTILLA WHIT TRIANGLE,Food,12#/CS,04/01/25-04/30/25,61,Spring Semester
CHIX 8-WAY/9-WAY BRD,Food,15 LB/CS,04/01/25-04/30/25,5,Spring Semester
CHIX BNLS WING/BRST FRITTER,Food,10#/CS,04/01/25-04/30/25,1795,Spring Semester
"CHIX BRST FC DICED 3/4""",Food,10#/CASE,04/01/25-04/30/25,30,Spring Semester
CHIX BRST FILET BRD 4OZ,Food,10 LB/CASE,04/01/25-04/30/25,584,Spring Semester
CHIX BRST FILET BRD SLIDER,Food,30#/CS,04/01/25-04/30/25,80,Spring Semester
CHIX BRST FILET FC 4OZ,Food,10#/CS,04/01/25-04/30/25,0,Spring Semester
CHIX BRST NAT FILET SKNLS GF 4OZ,Food,10#/CS,04/01/25-04/30/25,1918,Spring Semester
CHIX BRST SLCD MARINATED,Food,2-5 LB/CS,04/01/25-04/30/25,120,Spring Semester
CHIX BRST SPICY BRD 4OZ,Food,40-4OZ/CASE,04/01/25-04/30/25,17,Spring Semester
CHIX BRST STRIP GRL FC,Food,10#/CS,04/01/25-04/30/25,1443,Spring Semester
CHIX BRST TENDER BRD,Food,10 #/CASE,04/01/25-04/30/25,2519,Spring Semester
CHIX BRST WHL BNLS 7-8OZ,Food,20 LB/CASE,04/01/25-04/30/25,11,Spring Semester
CHIX CHUNK TEMPURA BRD,Food,10 LB/CS,04/01/25-04/30/25,146,Spring Semester
CHIX DICED DARK MEAT,Food,4-5#/CASE,04/01/25-04/30/25,233,Spring Semester
CHIX DRUMS BRD IQF,Food,29.64#/CS,04/01/25-04/30/25,65,Spring Semester
CHIX DRUMSTICK,Food,20.5 LB/CS,04/01/25-04/30/25,6,Spring Semester
CHIX GF TENDER,Food,10#/CS,04/01/25-04/30/25,0,Spring Semester
CHIX HALAL THIGH BNLS SKNLS,Food,CATCH WGT/#,04/01/25-04/30/25,46900,Spring Semester
CHIX QUARTER 8-10OZ,Food,33.75 LB/CS,04/01/25-04/30/25,5,Spring Semester
CHIX SAUSAGE BRKFST,Food,10#/CS,04/01/25-04/30/25,102,Spring Semester
CHIX STK SANDWICH BULK,Food,10 #/CS,04/01/25-04/30/25,77,Spring Semester
CHIX TENDER CLIPPED JUMBO,Food,2-5#/CS,04/01/25-04/30/25,417,Spring Semester
CHIX THIGH BONE-IN,Food,31.75 #/CS,04/01/25-04/30/25,61,Spring Semester
CHIX WHIT/DARK DICED FC,Food,10 LB/CASE,04/01/25-04/30/25,88,Spring Semester
CHIX WING FC,Food,30#/CS,04/01/25-04/30/25,118,Spring Semester
CHIX WING RAW MARINATED IQF,Food,8-5#/CS,04/01/25-04/30/25,3,Spring Semester
CHOPSTICKS,Food,1400 EA/CS,04/01/25-04/30/25,0,Spring Semester
CHUTNEY TAMARIND,Food,4-2LB/CASE,04/01/25-04/30/25,3,Spring Semester
CLNR ALCOHOL SWAB,Food,200EA/BX,04/01/25-04/30/25,73,Spring Semester
CLNR ALTO SHM CLEANER TABLETS,Supply,90 TAB/BKT,04/01/25-04/30/25,2,Spring Semester
CLNR ALTO SHM COMBICLN CTPTAB,Food,50 TABS/BKT,04/01/25-04/30/25,9,Spring Semester
CLNR ALTO SHM SCALE FREE,Food,4#/JAR,04/01/25-04/30/25,8,Spring Semester
CLNR ALTO SHM SPRAY - COMBITHRM,Food,12-1 QT/CS,04/01/25-04/30/25,3,Spring Semester
CLNR DAWN ORIGINAL 5 GAL,Food,5 GAL,04/01/25-04/30/25,50,Spring Semester
CLNR ECL APEX PRESOAK,Food,3-4#/CS,04/01/25-04/30/25,15,Spring Semester
CLNR ECL BATHROOM 66 HVY DTY,Food,2-2LTR/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL DEGREASER ORANGE FORCE,Food,2.5 GAL/CNTR,04/01/25-04/30/25,2,Spring Semester
CLNR ECL DIP IT DESTAINER,Food,8-1.75#/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL GREASE CUTTER PLUS,Food,4 GAL/CASE,04/01/25-04/30/25,27,Spring Semester
CLNR ECL GREASE STRIP PLUS-GEL,Food,4-1 GAL/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL GRSE XPRS FAST FOAM,Food,6-32 OZ/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL HOME STYLE LAUNDRY DET PACKS,Food,2-60 CT/CS,04/01/25-04/30/25,8,Spring Semester
CLNR ECL LIME AWAY DELIMING,Food,4 GAL/CASE,04/01/25-04/30/25,37,Spring Semester
CLNR ECL MAXX DUAL ACTION,Food,2.5 GAL/CNTR,04/01/25-04/30/25,19,Spring Semester
CLNR ECL MONSOON,Food,5 GAL/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL NO RINSE ALK FLR CLNR,Food,2.5GAL/CNTR,04/01/25-04/30/25,20,Spring Semester
CLNR ECL OASIS PRO 66 BATH,Food,2.5 GAL/CNTR,04/01/25-04/30/25,0,Spring Semester
CLNR ECL OASIS QUAT SANITIZER,Food,2.5GAL/CNTR,04/01/25-04/30/25,78,Spring Semester
CLNR ECL OVEN CLNR CLEAN IN PLACE,Food,2-2.5 GAL/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL PERMA BRITE POWDER,Food,45#/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL POWER FORCE,Food,2.5 GAL/CNTR,04/01/25-04/30/25,4,Spring Semester
CLNR ECL RAPID MULTI-SURFACE DIS,Food,2.5GAL/CNTR,04/01/25-04/30/25,7,Spring Semester
CLNR ECL SMARTPOWER POT AND PAN SOAK,Food,3-5#/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL SMRTPWR MANUAL DETERGENT,Food,2-3#/CS,04/01/25-04/30/25,4,Spring Semester
CLNR ECL SMRTPWR RNSE ALL PUR,Food,2-2.5#/CS,04/01/25-04/30/25,17,Spring Semester
CLNR ECL SOLID METAL PRO,Food,4-8#/CS,04/01/25-04/30/25,4,Spring Semester
CLNR ECL SOLID POWER XL,Food,4-9LB/CS,04/01/25-04/30/25,193,Spring Semester
CLNR ECL SOLITAIRE,Food,4-5 LB/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL TRUPOWER,Food,4 GAL/CASE,04/01/25-04/30/25,2,Spring Semester
CLNR ECL TRUPOWER RINSE ADD AP 4-1GAL,Food,4-1GAL/CASE,04/01/25-04/30/25,2,Spring Semester
CLNR ECL TRUPOWER RINSE ADD HD,Food,2-5 QT/CS,04/01/25-04/30/25,0,Spring Semester
CLNR ECL WASH & WALK,Food,2.5 GAL/CS,04/01/25-04/30/25,25,Spring Semester
CLNR ECL WIPE DISINFECT,Food,6 CNTR/CS,04/01/25-04/30/25,1,Spring Semester
CLNR EVERSYS BALLS,Food,62 EA/BTL,04/01/25-04/30/25,0,Spring Semester
CLNR FRYER DEGREASER HP,Food,24 EA/CS,04/01/25-04/30/25,1,Spring Semester
