Item Name,Item Category,Pack,Period,Quantity Used,PSU Semester
CREAMER COFFEEMATE FRNCH VANILLA,Food,3 CNTR/CS,01/01/26-01/31/26,4,Winter Break
CREAMER COFFEEMATE HAZELNUT,Food,3 CNTR/CS,01/01/26-01/31/26,5,Winter Break
CREAMER COFFEEMATE ORIGINAL,Food,3 CNTR/CS,01/01/26-01/31/26,1,Winter Break
CRM WHIPPING LT AEROSOL,Food,12-15 OZ/CS,01/01/26-01/31/26,56,Winter Break
CROISSANT CHOC RTB LG,Food,70 EA/CS,01/01/26-01/31/26,40,Winter Break
CROISSANT SLCD 2OZ,Food,72-2.2 OZ/CS,01/01/26-01/31/26,131,Winter Break
CROUTONS SEASONED,Food,4-2.5LB/CS,01/01/26-01/31/26,64,Winter Break
CRUST PINSA CLASSICA,Food,20 EA/CS,01/01/26-01/31/26,124,Winter Break
CRUST PINSA SORRISO FOLDED,Food,35 EA/CS,01/01/26-01/31/26,54,Winter Break
CUP 09OZ CLEAR SQUAT PLA,Supply,1000 EA/CS,01/01/26-01/31/26,7,Winter Break
CUP 12OZ CLEAR PET,Supply,1000/CS,01/01/26-01/31/26,2,Winter Break
CUP 12OZ HOT COMPOST,Supply,1000 EA/CS,01/01/26-01/31/26,2,Winter Break
CUP 16OZ CLEAR PET,Supply,1000/CASE,01/01/26-01/31/26,4,Winter Break
CUP 24OZ CLEAR PET,Supply,600 EA/CS,01/01/26-01/31/26,17,Winter Break
CUP INSERT 4 OZ,Supply,1000 EA/CS,01/01/26-01/31/26,1,Winter Break
CUP PEPSI PAPER COLD 24OZ,Supply,1000 EA/CS,01/01/26-01/31/26,1,Winter Break
CUP PLSTC PUNCH 5.5OZ CLEAR,Supply,240/CS,01/01/26-01/31/26,5,Winter Break
CUP PLSTC SOUFFLE 2OZ (HOT),Supply,2500/CS,01/01/26-01/31/26,43,Winter Break
CUP PLSTC SOUFFLE 4OZ (HOT),Supply,2500/CS,01/01/26-01/31/26,7,Winter Break
CUP PLSTC TUMBLER 9OZ,Supply,240/CS,01/01/26-01/31/26,19,Winter Break
DAYDOT ALLERGEN WARNING LABEL 2X2,Food,500 EA/ROLL,01/01/26-01/31/26,0,Winter Break
"DAYDOTS FRI 1"" GREEN",Food,1000 EA/ROLL,01/01/26-01/31/26,7,Winter Break
"DAYDOTS FRI 2"" GREEN",Food,500 EA/ROLL,01/01/26-01/31/26,20,Winter Break
"DAYDOTS MON 1"" BLUE",Food,1000 EA/ROLL,01/01/26-01/31/26,8,Winter Break
"DAYDOTS MON 2"" BLUE",Food,500 EA/ROLL,01/01/26-01/31/26,27,Winter Break
"DAYDOTS SAT 1"" ORANGE",Food,1000 EA/ROLL,01/01/26-01/31/26,7,Winter Break
"DAYDOTS SAT 2"" ORANGE",Food,500/ROLL,01/01/26-01/31/26,10,Winter Break
"DAYDOTS SUN 1"" BL",Food,1000 EA/ROLL,01/01/26-01/31/26,2,Winter Break
"DAYDOTS SUN 2"" BL",Food,500 EA/ROLL,01/01/26-01/31/26,14,Winter Break
"DAYDOTS THUR 1"" BRN",Food,1000 EA/ROLL,01/01/26-01/31/26,9,Winter Break
"DAYDOTS THUR 2"" BRN",Food,500 EA/ROLL,01/01/26-01/31/26,15,Winter Break
"DAYDOTS TUE 1"" YEL",Food,1000 EA/ROLL,01/01/26-01/31/26,3,Winter Break
"DAYDOTS TUE 2"" YEL",Food,500 EA/ROLL,01/01/26-01/31/26,20,Winter Break
"DAYDOTS WED 1"" RED",Food,1000 EA/ROLL,01/01/26-01/31/26,11,Winter Break
"DAYDOTS WED 2"" RED",Food,500 EA/ROLL,01/01/26-01/31/26,20,Winter Break
DELI BEEF RST SELECT FC,Food,CATCH WGT/#,01/01/26-01/31/26,1367,Winter Break
DELI CHIX BRST FC,Food,CATCH WGT/#,01/01/26-01/31/26,1977,Winter Break
DELI GYROS LOAF SLCD 1/3OZ HALAL,Food,4-5#/CASE,01/01/26-01/31/26,36,Winter Break
DELI PEPPERONI SAND,Food,CATCH WGT/#,01/01/26-01/31/26,39,Winter Break
DELI PEPPERONI SLCD,Food,25 #/CASE,01/01/26-01/31/26,49,Winter Break
DELI PORK CAPICOLA,Food,CATCH WGT/#,01/01/26-01/31/26,1025,Winter Break
DELI PORK HAM SMKD BNLS FC,Food,CATCH WGT/#,01/01/26-01/31/26,4404,Winter Break
DELI PORK PROSCIUTTO,Food,CATCH WGT/#,01/01/26-01/31/26,73,Winter Break
DELI SALAMI GENOA,Food,CATCH WGT/#,01/01/26-01/31/26,1394,Winter Break
DELI TURKEY BRST FC FRESH,Food,CATCH WGT/#,01/01/26-01/31/26,4204,Winter Break
DELI TURKEY BRST GF FC SLCD,Food,CATCH WGT/#,01/01/26-01/31/26,1103,Winter Break
"DISPENSER WRAPMASTER 12""",Supply,EACH,01/01/26-01/31/26,0,Winter Break
"DISPENSER WRAPMASTER 18""",Supply,EACH,01/01/26-01/31/26,0,Winter Break
"DISPENSER WRAPMASTER 24""",Supply,EACH,01/01/26-01/31/26,0,Winter Break
DISPENSER WRAPMASTER DUO,Supply,EACH,01/01/26-01/31/26,2,Winter Break
DOLMA GRAPE LEAF STUFFED,Food,6-70OZ/CS,01/01/26-01/31/26,2,Winter Break
DONUT CRULLER .8 OZ,Food,140 EA/CS,01/01/26-01/31/26,44,Winter Break
DONUT MINI CAKE ASST 1.25 OZ,Food,144 EA/CS,01/01/26-01/31/26,36,Winter Break
DOUGH PIZZA BALL 6 OZ,Food,80 EA/CS,01/01/26-01/31/26,68,Winter Break
DOUGH PIZZA BALL LG,Food,18-22 OZ/CS,01/01/26-01/31/26,556,Winter Break
"DOUGH PUFF SQ 5""X5""",Food,120 EA/CS,01/01/26-01/31/26,17,Winter Break
DOUGH ROLL CIABATTA FB 3.2OZ,Food,48 EA/CS,01/01/26-01/31/26,6,Winter Break
DRESS 1000 ISLAND,Food,4/GAL,01/01/26-01/31/26,2,Winter Break
DRESS BLUE CHEESE,Food,4-GAL/CASE,01/01/26-01/31/26,7,Winter Break
DRESS CAESAR CRMY,Food,4/GAL,01/01/26-01/31/26,32,Winter Break
DRESS COLE SLAW,Food,4/GAL,01/01/26-01/31/26,2,Winter Break
DRESS DIJON HONEY MUSTARD,Food,4 GAL/CASE,01/01/26-01/31/26,9,Winter Break
DRESS FF ITALIAN,Food,4-1 GAL/CASE,01/01/26-01/31/26,2,Winter Break
DRESS FRENCH ORANGE,Food,4/GAL,01/01/26-01/31/26,2,Winter Break
DRESS ITALIAN GOLDEN,Food,4/GAL,01/01/26-01/31/26,20,Winter Break
DRESS MAYONNAISE DISP PACK,Food,2-1.5 GAL/CS,01/01/26-01/31/26,21,Winter Break
DRESS MAYONNAISE GAL,Food,4-1GAL/CASE,01/01/26-01/31/26,213,Winter Break
DRESS MIX RANCH HIDDEN VALLEY,Food,18-3.2OZ/CS,01/01/26-01/31/26,28,Winter Break
DRESS RANCH REG,Food,4-1 GAL/CS,01/01/26-01/31/26,44,Winter Break
DRESS VIN BALSAMIC,Food,4-1 GAL/CS,01/01/26-01/31/26,14,Winter Break
DSSRT BAKLAVA,Food,24 EA/CS,01/01/26-01/31/26,9,Winter Break
DSSRT BD CAKE RICOTTA PISTACHIO,Food,EACH,01/01/26-01/31/26,0,Winter Break
DSSRT BD CHOC BACIO DI DAMA,Food,111 EA/CS,01/01/26-01/31/26,20,Winter Break
DSSRT BD LEMON BAR,Food,156 EA/CS,01/01/26-01/31/26,9,Winter Break
DSSRT BD PROFITEROLE CHOUX,Food,50 EA/CS,01/01/26-01/31/26,65,Winter Break
DSSRT FUNNEL CAKE FRIES,Food,600 EA/CS,01/01/26-01/31/26,0,Winter Break
DSSRT RICE KRISPIE TREAT SHT,Food,5 SHEETS/CS,01/01/26-01/31/26,6,Winter Break
ECL BUCKET GREEN 3 QT SOAP PAIL,Supply,EACH,01/01/26-01/31/26,6,Winter Break
ECL BUCKET GREEN 6 QT SOAP PAIL,Supply,EACH,01/01/26-01/31/26,0,Winter Break
ECL BUCKET RED 3 QT SANI PAIL,Food,EACH,01/01/26-01/31/26,0,Winter Break
ECL BUCKET RED 6 QT SANI PAIL,Food,EACH,01/01/26-01/31/26,0,Winter Break
ECL NEXA FOAM HAND,Food,6-750 ML/CASE,01/01/26-01/31/26,1,Winter Break
ECL PAD SCOURING HD 4.5 X 10,Food,10 EA/BX,01/01/26-01/31/26,4,Winter Break
ECL PRTCT FOAM HAND SANITIZER,Food,6-750ML,01/01/26-01/31/26,1,Winter Break
ECL SPRAY BOTTLE,Food,EACH,01/01/26-01/31/26,3,Winter Break
ECL TOUCH FREE DISP,Food,EACH,01/01/26-01/31/26,0,Winter Break
ECL TOUCH FREE STAND & DISP,Food,EACH,01/01/26-01/31/26,0,Winter Break
ECL TOWEL DISPOSABLE BLUE,Supply,150 EA/BX,01/01/26-01/31/26,95,Winter Break
ECL TRIGGER FOR SPRAY BOTTLE,Food,EACH,01/01/26-01/31/26,15,Winter Break
EGG BITE THREE CHEESE,Food,120 EA/CS,01/01/26-01/31/26,2,Winter Break
EGG BITE TURKEY SAUS CHEESE,Food,60 EA/CS,01/01/26-01/31/26,1,Winter Break
EGG BITE VEGGIE CHEESE,Food,60 EA/CS,01/01/26-01/31/26,1,Winter Break
EGG FRESH,Food,15 DZ/CRATE,01/01/26-01/31/26,208,Winter Break
EGG FZN WHITS,Food,6-5#/CS,01/01/26-01/31/26,73,Winter Break
EGG LIQUID WHL,Food,2-20#/CS,01/01/26-01/31/26,470,Winter Break
EGG SUBSTITUTE LIQUID,Food,12-2#/CS,01/01/26-01/31/26,15,Winter Break
EGG WHL PLD COOKED,Food,200 EA/TUB,01/01/26-01/31/26,100,Winter Break
EGGROLL VEG 3OZ,Food,96 EA/CS,01/01/26-01/31/26,35,Winter Break
EMPANADA CHIPOTLE CHIX MINI,Food,162 EA/CS,01/01/26-01/31/26,0,Winter Break
EMPANADA SPICY ELOTE MINI,Food,162 EA/CS,01/01/26-01/31/26,0,Winter Break
ENGLISH MUFFIN ORIGINAL,Food,6/12PKG/CASE,01/01/26-01/31/26,61,Winter Break
ENGLISH MUFFIN WW,Food,6/12PKG/CASE,01/01/26-01/31/26,8,Winter Break
ENTREE PREP EGGPLANT BRD CUTLETS,Food,2-5#/CS,01/01/26-01/31/26,36,Winter Break
EXTRACT VAN NAT & ARTFCL,Food,*4-1 GAL/CS,01/01/26-01/31/26,5,Winter Break
FF FISH CAT FISH FRESH SKIN ON,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH CAT FISH FRESH SKINLESS,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH (BJC),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH (CL),Food,LB,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH (NLI),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH (PS),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH (WK),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH A (RD),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH FRESH CATCH B (RD),Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH MAHI FRESH SKIN ON,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH MONKFISH SKIN ON,Food,CATRCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH MONKFISH SKINLESS,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SALMON BNLS SKIN ON 2-3#,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SALMON BNLS SKIN ON 5-7#,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SALMON BNLS SKINLESS 2-3#,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SALMON BNLS SKINLESS 5-7#,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SALMON FUNDY BNLS SKIN-ON 8-10#,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH SHARK SKINLESS,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH TILAPIA BNLS SKINLESS,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH TILAPIA FILLET WHOLE,Food,CATCH WT/,01/01/26-01/31/26,0,Winter Break
FF FISH TROUT RAINBOW SKIN ON,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF FISH TUNA FRESH YELLOWFIN SKIN ON,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FF SHLFSH CLAMS LIVE FRESH,Food,100 EA/SACK,01/01/26-01/31/26,0,Winter Break
FF SHLFSH LOBSTER LIVE,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FILL PIE APPLE,Food,3-#10 CN/CS,01/01/26-01/31/26,16,Winter Break
FILL PIE BLUEBERRY,Food,3-10# CN/CS,01/01/26-01/31/26,6,Winter Break
FILL PIE CHERRY,Food,3-#10 CN/CS,01/01/26-01/31/26,7,Winter Break
FILTER COFFEE 1.5GAL,Food,500/CASE,01/01/26-01/31/26,15,Winter Break
FILTER COFFEE 12 CUP,Supply,1000 EA/CASE,01/01/26-01/31/26,2,Winter Break
FILTER COFFEE 12.3X4.75,Food,1000 EA/CS,01/01/26-01/31/26,2,Winter Break
FILTER COFFEE 15.5 X 5.5,Food,500EA/CASE,01/01/26-01/31/26,0,Winter Break
FILTER FRYER 13.5 X 20.5 ENVLP HP,Food,100 EA/CS,01/01/26-01/31/26,4,Winter Break
"FILTER FRYER PAPER 14"" ROUND",Supply,100/CS,01/01/26-01/31/26,0,Winter Break
FISH CALAMARI BREADED,Food,6-2#/CS,01/01/26-01/31/26,13,Winter Break
FISH COD LOIN 6OZ,Food,10#/CS,01/01/26-01/31/26,189,Winter Break
FISH COD/HADDOCK BEER BATTERED 2OZ,Food,10#/CS,01/01/26-01/31/26,128,Winter Break
FISH COD/HADDOCK BRD 3OZ,Food,10 LB/CS,01/01/26-01/31/26,1,Winter Break
FISH FRESH PLACEHOLDER,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FISH SALMON FILET 4OZ,Food,10#/CS,01/01/26-01/31/26,9,Winter Break
FISH SHARK SKIN ON,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FISH SQUID FRESH,Food,10#/TUB,01/01/26-01/31/26,0,Winter Break
FISH SQUID FRESH RINGS,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
FISH SURIMI SEAFOOD FLAKES,Food,12-2#/CASE,01/01/26-01/31/26,10,Winter Break
FISH SWAI FILET,Food,CATCH WGT/#,01/01/26-01/31/26,285,Winter Break
FISH TILAPIA,Food,CATCH WGT/#,01/01/26-01/31/26,560,Winter Break
FISH TUNA LIGHT CANNED,Food,6-66.5 OZ/CS,01/01/26-01/31/26,41,Winter Break
"FISH TUNA SUSHI DICED .5""",Food,LB,01/01/26-01/31/26,300,Winter Break
FLATWARE BAMBOO FORK,Supply,2000 EA/CS,01/01/26-01/31/26,10,Winter Break
FLATWARE BAMBOO KNIFE,Supply,2000 EA/CS,01/01/26-01/31/26,4,Winter Break
FLATWARE BAMBOO SPOON,Supply,2000 EA/CS,01/01/26-01/31/26,0,Winter Break
FLATWARE CUTLEREASE FORK,Supply,960 EA/CS,01/01/26-01/31/26,153,Winter Break
FLATWARE CUTLEREASE KNIFE,Supply,960 EA/CS,01/01/26-01/31/26,53,Winter Break
FLATWARE CUTLEREASE SPOON,Supply,960 EA/CS,01/01/26-01/31/26,74,Winter Break
FLATWARE PLSTC FORKS BL,Supply,1000 EA/CASE,01/01/26-01/31/26,16,Winter Break
FLATWARE PLSTC KNIVES BL,Food,1000 EA/CASE,01/01/26-01/31/26,11,Winter Break
FLATWARE PLSTC SOUP SPOON BL,Supply,1000 EA/CASE,01/01/26-01/31/26,4,Winter Break
FLATWARE PLSTC TEASPOON BL,Supply,1000 EA/CASE,01/01/26-01/31/26,18,Winter Break
FLAV MIX GARAM MASALA,Food,6 CNTR/CS,01/01/26-01/31/26,1,Winter Break
FLEECE ABS QTR ZIP NAVY MED,Food,EACH,01/01/26-01/31/26,3,Winter Break
FLEECE ABS QTR ZIP NAVY 2XL,Food,EACH,01/01/26-01/31/26,0,Winter Break
FLEECE ABS QTR ZIP NAVY 3XL,Food,EACH,01/01/26-01/31/26,0,Winter Break
FLEECE ABS QTR ZIP NAVY LARGE,Food,EACH,01/01/26-01/31/26,3,Winter Break
FLEECE ABS QTR ZIP NAVY XL,Food,EACH,01/01/26-01/31/26,1,Winter Break
FLEECE HFS QTR ZIP NAVY MED,Food,EACH,01/01/26-01/31/26,5,Winter Break
FLEECE HFS QTR ZIP NAVY 2XL,Food,EACH,01/01/26-01/31/26,6,Winter Break
FLEECE HFS QTR ZIP NAVY 3XL,Food,EACH,01/01/26-01/31/26,2,Winter Break
FLEECE HFS QTR ZIP NAVY LARGE,Food,EACH,01/01/26-01/31/26,7,Winter Break
FLEECE HFS QTR ZIP NAVY XL,Food,EACH,01/01/26-01/31/26,4,Winter Break
FLOUR ALL PURPOSE,Food,50 LB/BAG,01/01/26-01/31/26,82,Winter Break
FLOUR ARTISAN,Food,50#/BAG,01/01/26-01/31/26,146,Winter Break
FLOUR CORN MASA HARINA,Food,10#/BAG,01/01/26-01/31/26,0,Winter Break
FLOUR RICE WHIT KOSHER,Food,50 # BAG,01/01/26-01/31/26,4,Winter Break
FRENCH TOAST STICKS,Food,10#-188EA/CS,01/01/26-01/31/26,208,Winter Break
FRU APPLE SLCD WTR PACK,Food,6/10 CN,01/01/26-01/31/26,3,Winter Break
FRU APPLESAUCE,Food,6/10 CN,01/01/26-01/31/26,9,Winter Break
FRU CHERRIES MARASCHINO WHL STEMS,Food,4-1GAL/CASE,01/01/26-01/31/26,1,Winter Break
FRU DRIED CHERRIES,Food,10 LB/CS,01/01/26-01/31/26,0,Winter Break
FRU DRIED CRANBERRY KOSHER,Food,10#/CS,01/01/26-01/31/26,27,Winter Break
FRU FZN BLUEBERRY KOSHER,Food,30#/CS,01/01/26-01/31/26,10,Winter Break
FRU FZN MANGO CHUNK IQF,Food,10#/CS,01/01/26-01/31/26,34,Winter Break
FRU FZN PEACH IQF,Food,2-5#/CS,01/01/26-01/31/26,1,Winter Break
FRU FZN RASPBERRY RED,Food,10#/CASE,01/01/26-01/31/26,6,Winter Break
FRU FZN STRAWB SLCD 4:1,Food,6-6.5#/CASE,01/01/26-01/31/26,7,Winter Break
FRU MANDARIN ORANGE SECTIONS,Food,6/10 CN,01/01/26-01/31/26,22,Winter Break
FRU PEACHES SLCD,Food,6/10 CN,01/01/26-01/31/26,13,Winter Break
FRU PEARS HALVES,Food,6/10 CN,01/01/26-01/31/26,9,Winter Break
FRU PINEAPPLE CHUNKS,Food,6/10 CN,01/01/26-01/31/26,9,Winter Break
FRU RAISINS,Food,30 LB/BX,01/01/26-01/31/26,1,Winter Break
FRU RAISINS GOLDEN,Food,5# BAG,01/01/26-01/31/26,4,Winter Break
FUEL BUTANE,Food,12 CANS/CASE,01/01/26-01/31/26,0,Winter Break
FUEL CANNED - 6 HOUR WICK,Food,24 CN/CS,01/01/26-01/31/26,22,Winter Break
FUEL CANNED 2 HR ETHANOL BASE,Food,72 CN/CASE,01/01/26-01/31/26,4,Winter Break
GARDEIN MEATBALL MEATLESS,Food,10#/CS,01/01/26-01/31/26,68,Winter Break
GHIRARDELLI CACAO CHOC CHIP ND,Food,35# CASE,01/01/26-01/31/26,0,Winter Break
GINGER PUREE,Food,6-32OZ/CS,01/01/26-01/31/26,18,Winter Break
GINGER SWT PICKLED SLCD,Food,12-1#/CS,01/01/26-01/31/26,0,Winter Break
GLOVE CUT RESISTANT LARGE,Supply,EACH,01/01/26-01/31/26,9,Winter Break
GLOVE CUT RESISTANT MEDIUM,Supply,EACH,01/01/26-01/31/26,29,Winter Break
GLOVE CUT RESISTANT SMALL,Supply,EACH,01/01/26-01/31/26,11,Winter Break
GLOVE CUT RESISTANT TUCKER XL,Supply,EACH,01/01/26-01/31/26,6,Winter Break
GLOVE CUT RESISTANT XLARGE,Supply,EACH,01/01/26-01/31/26,9,Winter Break
GLOVE CUT RESISTANT XSMALL,Supply,EACH,01/01/26-01/31/26,7,Winter Break
GLOVE NITRILE PF LARGE,Supply,10-100 EA/CS,01/01/26-01/31/26,40,Winter Break
GLOVE NITRILE PF MEDIUM,Supply,10-100 EA/CS,01/01/26-01/31/26,17,Winter Break
GLOVE NITRILE PF SMALL,Supply,10-100 EA/CS,01/01/26-01/31/26,2,Winter Break
GLOVE NITRILE PF XLARGE,Supply,10-100 EA/CS,01/01/26-01/31/26,31,Winter Break
GLOVES FRYER W/LINER,Supply,PAIR,01/01/26-01/31/26,1,Winter Break
GLOVES VINYL PF LG DISPOSABLE,Supply,1000 EA/CS,01/01/26-01/31/26,105,Winter Break
GLOVES VINYL PF MED DISPOSABLE,Supply,1000 EA/CS,01/01/26-01/31/26,53,Winter Break
GLOVES VINYL PF SM DISPOSABLE,Supply,1000 EA/CS,01/01/26-01/31/26,9,Winter Break
GLOVES VINYL PF XL DISPOSABLE,Supply,1000 EA/CS,01/01/26-01/31/26,176,Winter Break
GLOVES VINYL PF XXL DISPOSABLE,Supply,1000 EA/CS,01/01/26-01/31/26,20,Winter Break
GRAIN BARLEY SCOTCH,Food,25#/CASE,01/01/26-01/31/26,3,Winter Break
GRAIN CORNMEAL YELLOW,Food,50 LB/BAG,01/01/26-01/31/26,4,Winter Break
GRAIN COUS COUS,Food,*4-11 #/CS,01/01/26-01/31/26,1,Winter Break
GRAIN COUS COUS ISRAELI,Food,4-5 LB/CASE,01/01/26-01/31/26,1,Winter Break
GRAIN FARRO,Food,12-17.6 OZ/CS,01/01/26-01/31/26,3,Winter Break
GRAIN QUINOA,Food,25#/BAG,01/01/26-01/31/26,17,Winter Break
GRAIN RICE BASMATI,Food,40#CASE,01/01/26-01/31/26,160,Winter Break
GRAIN RICE BROWN LONG KOSHER,Food,25 LB/BAG,01/01/26-01/31/26,35,Winter Break
GRAIN RICE CONVERTED LONG KOSHER,Food,25 #/BAG,01/01/26-01/31/26,296,Winter Break
GRAIN RICE JASMINE,Food,25#/BAG,01/01/26-01/31/26,112,Winter Break
GRAIN RICE SUSHI,Food,50#/BAG,01/01/26-01/31/26,7,Winter Break
GRAIN RICE WILD BLEND,Food,6-36 OZ/CASE,01/01/26-01/31/26,0,Winter Break
GRAIN SORGHUM,Food,4-24 OZ/CS,01/01/26-01/31/26,6,Winter Break
GRANOLA VANILLA BULK AF,Food,25 LB/CS,01/01/26-01/31/26,91,Winter Break
GRILLSCREEN,Food,20 EA/PKG,01/01/26-01/31/26,4,Winter Break
GUACAMOLE FZN MILD,Food,12-1#/CS,01/01/26-01/31/26,183,Winter Break
HONEY WHIT CLOVER KOSHER,Food,6-5 LB/CS,01/01/26-01/31/26,32,Winter Break
HOODED JACKET - 2XL,Food,EACH,01/01/26-01/31/26,1,Winter Break
HOODED JACKET - 3XL,Food,EACH,01/01/26-01/31/26,0,Winter Break
HOODED JACKET - LARGE,Food,EACH,01/01/26-01/31/26,1,Winter Break
HOODED JACKET - MEDIUM,Food,EACH,01/01/26-01/31/26,0,Winter Break
HOODED JACKET - SMALL,Food,EACH,01/01/26-01/31/26,0,Winter Break
HOODED JACKET - XL,Food,EACH,01/01/26-01/31/26,2,Winter Break
HORSERADISH PREPARED,Food,6-32 OZ/CS,01/01/26-01/31/26,6,Winter Break
HOT DOG BEEF 8/#,Food,CATCH WGT/#,01/01/26-01/31/26,616,Winter Break
ICE MELT 50 # BAG,Supply,50 LB/BAG,01/01/26-01/31/26,0,Winter Break
JACKET AIRPOT SBC REG,Food,EACH,01/01/26-01/31/26,0,Winter Break
JELLY GRAPE,Food,6-4#/CS,01/01/26-01/31/26,3,Winter Break
JELLY PRESERVES STRAWB,Food,6-4#/CS,01/01/26-01/31/26,2,Winter Break
JUICE FZN EXPRESS APPLE,Food,3-3 LITRE/CS,01/01/26-01/31/26,76,Winter Break
JUICE FZN EXPRESS CRANBERRY,Food,3-3 LITRE/CS,01/01/26-01/31/26,39,Winter Break
JUICE FZN EXPRESS LEMONADE,Food,3-3 LITRE/CS,01/01/26-01/31/26,27,Winter Break
JUICE FZN EXPRESS ORANGE,Food,3-3 LITRE/CS,01/01/26-01/31/26,90,Winter Break
JUICE FZN EXPRESS PASSION ORG GUAVA,Food,CASE,01/01/26-01/31/26,25,Winter Break
JUICE FZN EXPRESS POM LEMONADE,Food,3-3 LITRE/CS,01/01/26-01/31/26,18,Winter Break
JUICE LEMON,Food,12-32 OZ/CS,01/01/26-01/31/26,27,Winter Break
JUICE LIME,Food,*4 GAL/CS,01/01/26-01/31/26,26,Winter Break
JUICE PINEAPPLE,Food,12/46 OZ,01/01/26-01/31/26,15,Winter Break
LABEL ALLERGY CALL AHEAD,Food,500 EA/ROLL,01/01/26-01/31/26,2,Winter Break
LABEL ARCH PRTD 2GO,Food,8 ROLLS/CS,01/01/26-01/31/26,0,Winter Break
LABEL ARCH PRTD 2GO BAKERY,Food,ROLL,01/01/26-01/31/26,0,Winter Break
LABEL BARCODE,Food,8 ROLLS/CS,01/01/26-01/31/26,0,Winter Break
LABEL DINING QR SURVEY,Food,8 ROLLS/CS,01/01/26-01/31/26,18,Winter Break
LABEL GLUTEN FREE,Food,1000 EA/ROLL,01/01/26-01/31/26,0,Winter Break
LABEL OVAL BAKERY LOGO,Food,ROLL,01/01/26-01/31/26,0,Winter Break
LABEL OVAL STRIP PRTD 2GO,Food,8 ROLLS/CS,01/01/26-01/31/26,1,Winter Break
LABEL OVAL STRIP PRTD 2GO BAKERY,Food,ROLL,01/01/26-01/31/26,1,Winter Break
LABEL STRIP PLAIN WHIT 2GO,Food,12 ROLLS/CS,01/01/26-01/31/26,0,Winter Break
LABEL STRIP PRTD 2GO,Food,8 ROLLS/CS,01/01/26-01/31/26,0,Winter Break
LABEL STRIP PRTD 2GO BAKERY,Food,ROLL,01/01/26-01/31/26,0,Winter Break
LAMB CUBES,Food,CATCH WGT/#,01/01/26-01/31/26,0,Winter Break
LAMB HALAL GROUND,Food,CATCH WGT/#,01/01/26-01/31/26,420,Winter Break
LANYARD NAVY BREAKAWAY,Food,EACH,01/01/26-01/31/26,0,Winter Break
LEAVENING BAKING POWDER KOSHER,Food,4-10#/CS,01/01/26-01/31/26,3,Winter Break
LID 12 OZ CUP COMPOST,Supply,1000/CS,01/01/26-01/31/26,0,Winter Break
LID 9/12/20 PLA FLAT NO SLOT CLEAR,Food,1000/CS,01/01/26-01/31/26,0,Winter Break
LID BOWL 24/32OZ DOME CLEAR,Food,252 EA/CS,01/01/26-01/31/26,4,Winter Break
LID CATER BOWL 5#,Food,25EA/CS,01/01/26-01/31/26,0,Winter Break
"LID CATERWARE DOME 12""",Food,25/CS,01/01/26-01/31/26,3,Winter Break
"LID CATERWARE DOME 16""",Food,25/CS,01/01/26-01/31/26,0,Winter Break
"LID CATERWARE DOME 18""",Food,25/CS,01/01/26-01/31/26,2,Winter Break
LID CNTR 4 CMP 6X6X1.5 PLA,Food,300 EA/CS,01/01/26-01/31/26,1,Winter Break
LID CUP 10/12OZ DOME HOT WHTE,Supply,1000/CASE,01/01/26-01/31/26,0,Winter Break
LID DELI 8-16 OZ PP,Food,500 EA/CS,01/01/26-01/31/26,39,Winter Break
LID DNH 16/24 PLA,Food,1000/CS,01/01/26-01/31/26,0,Winter Break
LID DNH 9/12/20OZ PLA,Food,1000/CS,01/01/26-01/31/26,3,Winter Break
